Symbol,Name,Current Price,% Change,Avg Stock Volume,Avg Option Volume,Date,Implied_Move,Actual_Move,Straddle Return,Avg Straddle Return,Max Return,Min Return,InWatchlist,EtfHoldingsList,MarketCap
VERU,Veru,0.3798,-0.0759,1399809,575,2/8/2024,0.238,-0.0657,-0.2477,0.2407,1.7062,-0.9708,0,,55561324
WEX,Wex,212.14,0.0247,317688,31,2/8/2024,0.0549,0.023,-0.1575,0.0356,0.2842,-0.2635,0,,9066299392
AXTA,Axalta Coating Systems Ltd. Common Shares,31.33,0.009,2036184,719,2/8/2024,0.054,-0.0461,0.2228,0.2258,0.6146,-0.0608,0,,6940040192
K,Kellanova,53.49,-0.0264,2764117,1232,2/8/2024,0.0379,0.0233,0.1718,-0.307,-0.1615,-0.5148,0,SPY - XLP,18329321472
LITE,Lumentum Holdings,50.205,0.1013,1284028,1297,2/8/2024,0.1301,-0.2243,0.7798,-0.5747,-0.3706,-0.7615,0,,3363726080
DTE,DTE Energy Company,104.41,0.0017,1324111,218,2/8/2024,0.0285,-0.0094,-0.1609,-0.0916,-0.0065,-0.1781,0,SPY - XLU,21519777792
HMC,Honda Motor Company Ltd.,34.36,-0.0228,1028630,551,2/8/2024,0.0466,0.0066,-0.3861,-0.079,0.0779,-0.2207,0,,55545516032
NNN,NNN REIT,39.7,-0.0043,1531885,155,2/8/2024,0.0242,-0.0028,-0.2974,-0.0882,0.2313,-0.2036,0,VNQ - IYR,7241732608
MT,Arcelormittal,28.9,0.0084,1822469,3022,2/8/2024,0.0365,0.0452,0.8512,-0.1862,0.5229,-0.5644,0,,23495782400
CX,Cemex S.A.B. De C.V. Sponsored ADR,7.66,-0.0401,5691223,712,2/8/2024,0.058,-0.087,1.4709,-0.205,-0.0518,-0.4136,0,,11097647104
PWP,Perella Weinberg Partners - Class A,12.8,0.0248,244298,56,2/8/2024,0.0512,0.063,0.3354,0.221,0.4421,-0.0636,0,IWM,570907776
BTU,Peabody Energy Common,25.28,-0.0269,3138847,12069,2/8/2024,0.0586,0.0019,-0.739,-0.2988,0.1418,-0.5997,0,XME - IWM,3658331904
OMCL,Omnicell,27.41,-0.0581,603322,59,2/8/2024,0.0878,-0.1035,-0.3496,0.0168,0.7228,-0.4983,0,IWM,1179768960
SLI,Standard Lithium Ltd. Common Shares,1.42,-0.0274,1348754,263,2/8/2024,0.116,-0.0395,-0.1511,-0.0571,0.0053,-0.1243,0,,247759600
SNA,Snap-On,262.43,-0.0135,219963,170,2/8/2024,0.0454,-0.0967,1.0735,0.2446,0.8551,-0.5879,0,SPY - XLI,13851044864
SPGI,S&P Global,437.89,0.0029,1152218,1310,2/8/2024,0.0419,-0.0502,0.2399,0.6317,1.6702,-0.4134,0,SPY - XLF - NOBL,1.39E+11
SPH,Suburban Propane Partners,19.47,-0.0191,624719,319,2/8/2024,0.0425,0.0071,-0.4097,0.0111,0.3558,-0.2217,0,AMLP,1246371968
IMKTA,Ingles Markets - Class A,78.38,-0.0422,67616,20,2/8/2024,0.037,-0.0034,-0.0405,0.2448,0.7659,-0.1458,0,XRT - IWM,1488779392
SPB,Spectrum Brands Holdings,85.86,-0.0028,575691,637,2/8/2024,0.0551,0.0767,0.5116,0.1107,1.3583,-0.335,0,,2647957504
AZN,Astrazeneca PLC - American Depositary Shares,62.26,-0.0198,5782269,8289,2/8/2024,0.039,-0.0455,0.2077,0.0074,0.7891,-0.6845,0,QQQ,1.93E+11
ARES,Ares Management Class A,136.71,0.0086,893652,560,2/8/2024,0.0432,0.052,0.3517,0.0755,0.1254,0.0241,0,,25848678400
QLYS,Qualys,171.85,0.013,385727,297,2/7/2024,0.0839,-0.0424,-0.3448,0.053,0.8909,-0.4664,0,IWM,6349215232
RRX,Regal Rexnord,152.04,0.0273,479289,362,2/7/2024,0.0717,0.0514,-0.1321,0.3824,1.0535,-0.2656,0,,10081980416
ENS,Enersys,89.94,-0.0102,268121,94,2/7/2024,0.0649,-0.0726,0.1881,0.4659,1.0697,-0.4318,0,IWM,3633497600
MCK,Mckesson,501.35,0.0144,779617,1670,2/7/2024,0.0429,-0.044,0.0469,-0.1449,0.252,-0.5088,0,SPY - XLV,79306702848
BARK,Bark Class A,1.07,0.0288,921593,192,2/7/2024,0.1794,0.1556,-0.2657,0.0037,0.1104,-0.0567,0,IWM,191830576
EHC,Encompass Health,72.93,-0.0071,580606,59,2/7/2024,0.0422,0.0095,-0.4716,-0.1848,0.258,-0.544,0,,7278172672
ORLY,O'reilly Automotive,1025.8199,0.0049,388858,948,2/7/2024,0.0485,-0.0433,0.0253,-0.0514,0.0232,-0.1232,0,QQQ - SPY - XLY - XRT,61160554496
DHX,Dhi Group,2.67,0.1079,105042,11,2/7/2024,0.1299,0.1368,-0.15,1.0579,3.6417,-0.4982,0,IWM,126639360
VKTX,Viking Therapeutics,30.58,0.0585,2521255,4394,2/7/2024,0.1928,0.1801,0.1182,-0.0159,0.6217,-0.3708,0,XBI - IWM,3058880768
OHI,Omega Healthcare Invts,30.94,0.0344,1930412,908,2/7/2024,0.0422,0.0648,0.5919,0.2521,0.9462,-0.2337,0,VNQ - IYR,7576355328
OSCR,Oscar Health Class A,17.68,0.06,2265032,1603,2/7/2024,0.1562,0.2438,0.4129,0.0126,0.1982,-0.1777,0,IWM,3997647872
PAHC,Phibro Animal Health - Class A,11.57,0.0096,172079,11,2/7/2024,0.0633,0.074,1.7336,0.1736,0.8178,-0.235,0,IWM,468626720
NWS,News - Class B,27.21,0.0074,1011362,48,2/7/2024,0.0652,0.0676,0.3115,0.0841,0.6353,-0.2508,0,SPY - XLC,15496053760
CMP,Compass Minerals Intl,20.7,-0.0259,450405,359,2/7/2024,0.1241,-0.0581,-0.3111,0.6064,1.0674,0.0441,0,XME - IWM,855143104
ALCO,Alico,29.01,0.0035,24332,,2/7/2024,,0.0259,,,,,0,IWM,220782080
PNNT,Pennant Park Investment,6.73,-0.0044,373394,31,2/7/2024,,-0.0117,,,,,0,,438960896
VINP,Vinci Partners Investments Ltd. - Class A Common Shares,10.91,0.0351,68889,9,2/7/2024,0.0663,0,0.086,0.1772,0.6829,-0.0975,0,,594582656
ASGN,Asgn,94.41,-0.0121,263672,28,2/7/2024,0.0593,0.0127,-0.4454,-0.1675,0.0865,-0.3664,0,IWM,4456152064
BLBD,Blue Bird,30.55,0.0073,416158,210,2/7/2024,0.132,-0.0294,-0.4813,0.5019,1.3484,-0.3724,0,IWM,983666880
APPS,Digital Turbine,3.91,0.0262,1728340,4453,2/7/2024,0.156,-0.244,0.7152,0.3577,1.9603,-0.6607,0,IWM,396112736
FAF,First American Financial,59.02,0.0005,671667,95,2/7/2024,0.0563,-0.0084,-0.377,0.0389,0.4465,-0.3307,0,,6086927360
ENTA,Enanta Pharmaceuticals,12.34,-0.0016,268112,58,2/7/2024,0.0628,0.0082,0.0726,0.0734,0.4122,-0.113,0,IWM,261064800
FLNC,Fluence Energy - Class A,22.43,0.0394,1909537,1315,2/7/2024,0.1518,0.0667,-0.3432,-0.0132,0.502,-0.2792,0,IWM,2842535936
ARM,Arm Holdings PLC - American Depositary Shares,115.21,0.0116,7130043,47129,2/7/2024,0.1192,0.4789,3.7137,-0.1699,-0.1699,-0.1699,0,,1.18E+11
GPRO,Gopro - Class A,2.57,-0.0039,1528757,782,2/7/2024,0.1437,-0.1103,0.128,0.2224,0.3664,0.1369,0,IWM,390743584
UVV,Universal,51.97,-0.03,164862,35,2/7/2024,0.045,-0.0597,0.2738,-0.0114,0.6555,-0.4314,0,IWM,1276340608
AZTA,Azenta,65.13,0.017,457904,153,2/7/2024,0.1,-0.0155,-0.4444,0.8113,1.4114,0.0588,0,,3628939776
RM,Regional Mgmt,22.55,-0.0217,22162,7,2/7/2024,0.0749,-0.0124,0.7958,0.0949,0.481,-0.5827,0,IWM,221828400
KN,Knowles,16.21,0.0189,501517,42,2/7/2024,0.1077,-0.0369,0.5231,0.7247,1.52,-0.3234,0,IWM,1463068032
NTGR,Netgear,12.86,-0.0258,242823,586,2/7/2024,0.1064,-0.0782,-0.2665,0.0486,0.6296,-0.4037,0,IWM,373625952
TTGT,Techtarget,35.03,0.0438,184099,27,2/7/2024,0.066,0.0048,-0.7091,0.0592,0.5109,-0.2123,0,IWM,994298496
RPD,Rapid7,61.47,0.0467,705726,1029,2/7/2024,0.1091,0.0305,-0.3315,-0.3082,-0.0805,-0.4419,0,IWM,3777145088
VNDA,Vanda Pharmaceuticals,4.16,0.0221,897680,139,2/7/2024,0.0896,0.1181,-0.0257,0.7802,1.5597,0.1132,0,IBB - IWM,239333104
DIS,Walt Disney Company,108.39,-0.0195,12593724,142668,2/7/2024,0.0597,0.115,0.8451,-0.0802,0.5462,-0.6401,0,SPY - XLC - DIA,1.99E+11
NOTV,Inotiv,4.96,0.1535,241669,64,2/7/2024,0.1555,0.1685,-0.1406,-0.1597,0.0579,-0.4102,0,,127922168
EFX,Equifax,249.18,-0.0114,852608,624,2/7/2024,0.063,0.0422,-0.156,0.0927,1.0118,-0.5116,0,SPY - XLI,30698975232
PYCR,Paycor Hcm,20.02,-0.0225,693529,105,2/7/2024,0.0886,0.0454,-0.4618,0.2082,1.0486,-0.319,0,,3555329792
MOH,Molina Healthcare,388.67,0.0188,374568,196,2/7/2024,0.0539,0.0535,0.066,-0.1354,0.2196,-0.2725,0,SPY - XLV,22659461120
CSGS,CSG Systems Intl,53.7,0.0067,300109,46,2/7/2024,0.0621,0.1506,1.3093,-0.1258,0.7115,-0.4756,0,IWM,1704910592
CENTA,Central Garden & Pet Company - Class A Common Nonvoting,35.9,-0.1711,172408,6,2/7/2024,0.0417,0.051,0.0661,0.2443,0.7825,0.0425,0,IWM,1931918080
ALL,Allstate,160.03,-0.0106,1500940,2348,2/7/2024,0.044,0.0199,-0.3679,0.0278,0.3618,-0.2528,0,SPY - XLF,42140651520
SGU,Star Group,10.99,-0.0435,35365,14,2/7/2024,0.068,0.1016,0.85,0.6591,2.163,-0.0458,0,,391272032
SLF,Sun Life Financial,53.09,0.0059,654199,113,2/7/2024,0.0317,0.0038,0.0378,-0.0761,0.1585,-0.2775,0,,31020244992
ME,23Andme Holding Co.,0.6221,-0.0125,4726792,645,2/7/2024,0.1167,-0.1305,0.1185,-0.0348,0.2229,-0.2008,0,IWM,300422432
MTRX,Matrix Service Company,12.34,0.0882,205332,81,2/7/2024,0.0913,0.2313,1.2385,0.3395,1.0489,-0.0967,0,,335769440
CENT,Central Garden & Pet Company,41.43,-0.1684,76331,39,2/7/2024,0.0506,0.0614,0.4328,0.1822,0.5291,-0.1728,0,IWM,2229508608
PDM,Piedmont Office Realty Trust Class A,6.62,0,1034562,55,2/7/2024,0.0483,0.0541,-0.0829,0.1439,0.9227,-0.2161,0,VNQ - IWM,818516672
CFLT,Confluent - Class A,31.72,-0.0261,5294509,6571,2/7/2024,0.2184,0.3409,0.3939,0.4775,2.0301,-0.1847,0,,9370487808
BKH,Black Hills,51.62,0.0072,554164,44,2/7/2024,0.0408,0.0328,0.3397,0.2515,1.1546,-0.1496,0,IWM,3509728512
PFLT,Pennantpark Floating Rate Capital Ltd.,11.38,0.0071,525918,106,2/7/2024,,0.0135,,,,,0,,668400896
GEOS,Geospace Technologies,11.89,-0.1636,87595,26,2/7/2024,0.1114,-0.0934,-0.2707,0.7265,2.4852,-0.26,0,,156811152
EGP,Eastgroup Props,186.11,0.0062,278576,15,2/7/2024,0.0268,0.0313,0.3973,-0.1406,-0.079,-0.1985,0,VNQ - IYR,8622554112
MMS,Maximus,82.57,0.0476,329525,55,2/7/2024,0.0528,0.011,-0.3174,0.0477,0.757,-0.4428,0,IWM,5036594176
NLY,Annaly Capital Management,18.92,0.0058,4642399,11706,2/7/2024,0.0277,0.0124,-0.3468,0.2124,1.1276,-0.5557,0,IYR,9361881088
RMR,RMR Group - Class A,25.95,0.0129,73758,21,2/7/2024,0.0313,0.0364,0.6102,-0.1215,0.211,-0.412,0,VNQ - IWM,433651776
NFG,National Fuel Gas Company,47.68,-0.0226,427455,89,2/7/2024,0.049,0.0648,0.3093,-0.0554,0.223,-0.2819,0,,4392483328
CPA,Copa Holdings S.A. Class A,99.11,-0.0102,302652,232,2/7/2024,0.064,-0.0074,-0.3691,-0.1262,0.6015,-0.5726,0,,4198239488
UHAL,U-Haul Holding Company,63.77,0.0254,111070,87,2/7/2024,0.0637,-0.0705,0.1085,0.1456,0.9557,-0.3626,0,,12503887872
FR,First Industrial Realty Trust,54.27,0.0125,1012923,25,2/7/2024,0.0372,0.0595,1.0936,-0.0696,0.0654,-0.2208,0,VNQ - IYR,7178564096
STC,Stewart Information Servs,60.37,0.0102,200947,13,2/7/2024,0.0458,0.0025,-0.2217,0.2648,1.0072,-0.0605,0,IWM,1650902144
ASND,Ascendis Pharma A/S - American Depositary Shares,141.75,0.018,527427,172,2/7/2024,0.0633,-0.0003,-0.2668,-0.196,0.1081,-0.6156,0,IBB,8015545856
ACLS,Axcelis Technologies,125.32,0.0251,642364,943,2/7/2024,0.0998,-0.0703,-0.1448,-0.1641,0.001,-0.2762,0,IWM,4103911680
FORM,Formfactor,42.95,0.1024,469137,32,2/7/2024,0.0952,0.022,-0.1484,-0.0809,0.1135,-0.2551,0,IWM,3343313920
FLT,Fleetcor Technologies,273.4,0.0312,447407,162,2/7/2024,0.0528,-0.092,0.7913,0.0477,0.4003,-0.2563,0,SPY - XLF,19740608512
QNST,Quinstreet,15.36,0.0456,400345,126,2/7/2024,0.1143,0.1379,0.7282,0.2199,0.8018,-0.2767,0,IWM,840664128
MUSA,Murphy USA,393.71,-0.0191,204842,129,2/7/2024,0.0492,0.0918,0.7799,-0.293,-0.2486,-0.3218,0,XRT,8575873536
STE,Steris PLC (Ireland),224.27,0.0182,420166,121,2/7/2024,0.0692,-0.0248,-0.3409,0.2816,0.8741,-0.1888,0,SPY - XLV,22153707520
RDN,Radian Group,27.5,0.0077,1124325,263,2/7/2024,0.0501,-0.0371,-0.3408,-0.2184,0.1377,-0.53,0,KBE - IWM,4211908352
MAA,Mid-America Apartment Communities,124.52,0.0003,931301,261,2/7/2024,0.0421,-0.0056,-0.1731,0.046,0.215,-0.1027,0,SPY - VNQ - XLRE - IYR,14528619520
PYPL,Paypal Holdings,58.91,0.0495,16831727,186087,2/7/2024,0.0916,-0.1124,0.276,0.049,0.7277,-0.5964,0,QQQ - SPY - XLF,63136321536
CUZ,Cousins Props,22.88,-0.0009,1608844,39,2/7/2024,0.0476,0.0423,0.7938,-0.0804,0.1465,-0.2913,0,VNQ - IYR,3472600320
NWSA,News - Class A,26.04,0.0077,2801631,234,2/7/2024,0.0699,0.0647,-0.1848,-0.1189,-0.0076,-0.2933,0,SPY - XLC,14829741056
MC,Moelis Class A,54.17,-0.019,598984,92,2/7/2024,0.0604,0.0097,-0.4677,-0.0044,0.1889,-0.3195,0,IWM,3606419200
CXW,Corecivic,14.84,-0.0107,943152,1098,2/7/2024,0.0699,0.0601,-0.0685,0.2295,0.9135,-0.1277,0,IWM,1685899776
MAT,Mattel,18.89,0.0011,2951265,2193,2/7/2024,0.0914,0.0032,-0.6365,-0.052,0.2487,-0.4002,0,,6719399424
PAYC,Paycom Software,190,-0.0294,963694,3759,2/7/2024,0.1436,-0.0165,-0.6511,0.9854,2.6688,-0.2942,0,SPY - XLI,11461005312
UTI,Universal Technical Institute,15.8,-0.0247,317722,393,2/7/2024,0.1153,0.102,-0.1922,0.104,1.0755,-0.4827,0,IWM,848965952
WYNN,WYNN Resorts,105.6,-0.0048,2118698,25655,2/7/2024,0.0536,0.0629,0.1078,-0.1975,0.2018,-0.5188,0,SPY - XLY,11927097344
RRR,Red Rock Resorts - Class A,58.86,0.0164,422715,247,2/7/2024,0.0601,0.0483,-0.0276,-0.0243,0.0562,-0.0729,0,IWM,3436884992
MPWR,Monolithic Power Systems,752.31,0.0207,496678,764,2/7/2024,0.0913,0.142,0.5141,0.0938,0.3645,-0.2976,0,SPY - XLK - SMH,36043923456
MKSI,MKS Instruments,119.8,0.0499,703237,176,2/7/2024,0.0674,0.0562,-0.0225,-0.1848,-0.0747,-0.2677,0,,8010162688
INTR,Inter & Co. - Class A Common Shares,5.56,0.0128,771111,166,2/7/2024,0.0727,0.0378,0.0211,0.4196,1.3142,0.0918,0,,2414099200
EG,Everest Group Ltd.,353.76,-0.0023,377937,303,2/7/2024,0.0462,-0.0765,0.7768,-0.0985,-0.0645,-0.1326,0,SPY - XLF,15353184256
COTY,Coty Class A,11.62,-0.0219,4608748,2413,2/7/2024,0.0789,-0.0246,-0.6535,-0.5972,-0.4938,-0.6908,0,,10353335296
NVST,Envista Holdings,21.94,-0.0223,2422270,231,2/7/2024,0.0905,-0.0743,0.3279,0.0553,0.5742,-0.375,0,,3581299200
HMN,Horace Mann Educators,37.38,0.0095,190265,2,2/7/2024,0.0333,0.0335,0.1024,-0.071,0.3564,-0.306,0,IWM,1526440704
WMG,Warner Music Group Corp. - Class A,35.71,0.0119,1322563,684,2/7/2024,0.0656,-0.0249,-0.3709,0.0637,0.1519,-0.0379,0,,18492805120
GL,Globe Life,125.94,0.0079,523534,127,2/7/2024,0.0323,0.0202,-0.038,-0.0455,0.0981,-0.2306,0,SPY - XLF,11853314048
BBD,Bank Bradesco,2.73,0,16342292,1899,2/7/2024,0.0365,-0.1552,1.3265,0.0997,0.2044,-0.0073,0,,29053124608
ARCC,Ares Capital - Closed End,20.07,0.003,3328640,3634,2/7/2024,0.0235,0.0125,-0.1415,-0.0664,0.008,-0.1611,0,,8573775360
NYT,New York Times Company,43.9,0.0037,1230362,310,2/7/2024,0.0566,-0.0734,0.391,0.4085,1.1864,-0.0106,0,,7214491136
CRTO,Criteo S.A. - American Depositary Shares,32.1,-0.0071,268025,797,2/7/2024,0.0873,0.1778,0.9668,0.0525,0.9617,-0.339,0,,1811094144
MSGE,Madison Square Garden Entertainment Corp. Class A,36.81,-0.0041,485058,305,2/7/2024,0.0707,0.0405,0.5883,0.3692,0.5475,0.1418,0,IWM,1765761280
PFGC,Performance Food Group Company,71.71,-0.0119,869065,370,2/7/2024,0.0581,-0.0106,-0.3464,-0.1912,0.4095,-0.4588,0,,11158139904
REYN,Reynolds Consumer Prods,28.43,-0.0028,302659,12,2/7/2024,0.0256,0.0201,-0.1538,-0.0402,0.4659,-0.5749,0,,5969563648
PAG,Penske Automotive Group,152.66,0.0313,209494,168,2/7/2024,0.0512,-0.01,-0.2248,-0.1481,-0.1198,-0.1862,0,XRT,10234380288
EEFT,Euronet Worldwide,103.9,0.0278,379952,128,2/7/2024,0.0742,0.0058,-0.4013,0.2394,0.3957,0.1243,0,,4792017920
CDW,CDW,245.23,0.0052,804003,334,2/7/2024,0.0458,0.0308,-0.0502,-0.055,0.3484,-0.2536,0,QQQ - SPY - XLK,33251127296
YUM,Yum Brands,130.27,-0.001,1533272,1134,2/7/2024,0.038,0.0186,-0.2001,-0.0334,0.3948,-0.1878,0,SPY - XLY,36489658368
ADNT,Adient PLC Ordinary Shares,34.13,0.0152,897358,111,2/7/2024,0.083,-0.0767,-0.0395,-0.1311,0.1451,-0.3321,0,IWM,3114221056
VSH,Vishay Intertechnology,22.3,0.0206,1198555,354,2/7/2024,0.0692,-0.0181,-0.1391,0.4029,1.1095,-0.2751,0,IWM,3084886016
OESX,Orion Energy Systems,1.035,-0.0327,103329,47,2/7/2024,0.1053,0.1759,,-0.1384,0.0209,-0.2623,0,,33640148
MCFT,Mastercraft Boat Hldgs,21.66,0.0251,118425,140,2/7/2024,0.1106,0.0229,-0.5147,0.1544,0.4216,0.0209,0,IWM,368952096
VSTS,Vestis,18.98,-0.0562,2112688,201,2/7/2024,0.0516,-0.1291,1.5758,0.1073,0.1073,0.1073,0,,2494579200
UBER,Uber Technologies,70.91,-0.0098,26614165,128470,2/7/2024,0.0776,0.0026,-0.6905,-0.1769,0.3369,-0.4133,0,SPY - XLI,1.46E+11
TWIN,Twin Disc,15.54,0.0052,26309,9,2/7/2024,0.0797,-0.0316,1.7698,1.1039,2.1775,0.5567,0,,214696128
BG,Bunge Global,88.54,0.0236,1245614,1443,2/7/2024,0.0633,-0.0231,-0.4035,-0.1061,0.0336,-0.3282,0,SPY - XLP,12863799296
SLQT,Selectquote,1.43,0.2119,521815,78,2/7/2024,0.1093,0.009,,0.1889,0.5313,-0.0612,0,IWM,239801136
FOXA,Fox - Class A,29.77,0.0344,3410789,809,2/7/2024,0.0405,-0.068,0.8414,-0.1275,0.2399,-0.4166,0,SPY - XLC,14137061376
EPC,Edgewell Personal Care Company,39.45,-0.0005,356944,31,2/7/2024,0.069,0.0163,-0.0996,-0.3031,-0.2213,-0.3795,0,IWM,1969861632
HLT,Hilton Worldwide Holdings Common,192.16,-0.0123,1485771,3513,2/7/2024,0.0394,0.0072,-0.3167,-0.1212,-0.0494,-0.2697,0,SPY - XLY,48455159808
RBLX,Roblox Class A,44.4,-0.0105,9061581,68827,2/7/2024,0.1386,0.102,-0.3152,0.2922,0.8407,-0.2846,0,,27693924352
PERI,Perion Network -,23.89,0.0119,429784,1247,2/7/2024,0.0998,-0.2012,1.142,-0.1427,0.087,-0.3093,0,,1123220096
ATS,Ats Common Shares,40.2,-0.0219,67887,6,2/7/2024,0.0641,-0.0055,-0.2216,0.469,0.469,0.469,0,,3947807744
CFBK,CF Bankshares,21.76,0.0074,3178,,2/7/2024,,-0.0005,,,,,0,,142510352
SLAB,Silicon Laboratories,142.46,0.0378,413894,329,2/7/2024,0.1138,0.1303,0.1396,0.2322,0.6899,-0.1065,0,IWM,4539397120
CVS,CVS Health,76.32,0.0165,9116430,34738,2/7/2024,0.0459,0.031,-0.3275,-0.2386,-0.033,-0.5747,0,SPY - XLV,96044908544
WTM,White Mountains Insurance Group Ltd.,1628.9301,0.0213,8857,,2/7/2024,,0.0038,,,,,0,,4170797312
CURO,Curo Group Holdings Corp.,0.25,-0.2647,106416,16,2/7/2024,0.1986,-0.1895,-0.0753,-0.0047,0.192,-0.2093,0,,10243812
MAC,Macerich Company,16.93,-0.0117,1814145,1015,2/7/2024,0.0676,0.0211,-0.1818,-0.0985,0.0537,-0.2629,0,VNQ - IWM,3644282624
NBIX,Neurocrine Biosciences,132.3,-0.0158,699864,335,2/7/2024,0.0617,-0.0467,-0.095,-0.0812,0.0642,-0.2481,0,IBB - XBI,12778580992
BAM,Brookfield Asset Mgmt,40.37,0.0098,1429535,857,2/7/2024,0.0394,0.0023,-0.1276,0.0063,0.0644,-0.1307,0,,15756205056
XPO,Xpo,120.84,0.0237,1498762,3795,2/7/2024,0.0965,0.1886,0.799,0.2022,0.9212,-0.1595,0,,14013475840
TTMI,TTM Technologies,16.12,0.0591,613462,30,2/7/2024,0.0835,-0.0014,1.0375,0.0577,0.518,-0.3982,0,IWM,1648183040
RDWR,Radware Ltd. -,19.35,-0.0031,211607,324,2/7/2024,0.0781,0.009,-0.4107,1.1209,3.2191,-0.24,0,,813689216
RITM,Rithm Capital Corp.,10.21,0.0089,3532496,3871,2/7/2024,0.0384,-0.0378,-0.1393,-0.0562,0.0091,-0.1645,0,IYR,4937513472
SMG,Scotts Miracle Gro,55.78,-0.0326,710362,764,2/7/2024,0.1208,0.0368,-0.4517,0.2708,0.7508,-0.0774,0,,3162297088
NHTC,Natural Health Trends Corp. - Commn Stock,6.24,0.013,17653,17,2/7/2024,0.0533,0.0301,-0.246,0.0348,0.6475,-0.3144,0,,71276648
KMT,Kennametal,24.58,0.0332,669097,258,2/7/2024,0.07,-0.0243,-0.3416,0.0746,0.4994,-0.268,0,IWM,1948451072
GGR,Gogoro -,2.05,-0.0144,179526,47,2/7/2024,0.0639,0.0047,-0.2405,-0.2084,0.0285,-0.456,0,,501010144
MHH,Mastech Digital,8.51,0,10464,,2/7/2024,,0.0094,,,,,0,,98682216
GPRE,Green Plains,24.71,0.0457,1189379,1458,2/7/2024,0.0949,0.1304,0.4762,-0.0667,0.1683,-0.2556,0,XOP - IWM,1586705408
EMR,Emerson Electric Company,103.2,0.008,2874370,2729,2/7/2024,0.0384,0.1043,1.6632,0.519,1.0924,-0.1851,0,SPY - XLI - NOBL,58834313216
FLNG,Flex Lng Ltd.,25.9,-0.0103,301412,714,2/7/2024,0.0477,-0.0566,0.5963,,,,0,IWM,1391770624
RSVR,Reservoir Media Inc..,6.41,0.044,59924,25,2/7/2024,0.0639,-0.1213,2.349,1.0351,3.0461,-0.1064,0,IWM,415437472
HAIN,Hain Celestial Group,9.65,-0.0336,951084,126,2/7/2024,0.086,-0.1592,1.4959,-0.0404,0.6494,-0.3544,0,IWM,866882944
CMRE,Costamare Common $0.0001 Par Value,11.08,0.0073,463928,1336,2/7/2024,0.0689,0.048,0.4425,0.4571,2.2564,-0.2142,0,IWM,1303887744
AVXL,Anavex Life Sciences Corp.,5.78,0.0158,1226879,3618,2/7/2024,0.0683,-0.0345,-0.5986,0.0583,0.4483,-0.0805,0,IBB - XBI - IWM,474460064
BERY,Berry Global Group,59.01,0.0554,885673,1021,2/7/2024,0.0567,-0.1178,1.1891,0.0527,0.3901,-0.2815,0,,6840834560
DAY,Dayforce,70.69,0.0101,2173372,640,2/7/2024,0.0768,-0.0272,-0.4543,,,,0,SPY - XLI,11005987840
BABA,Alibaba Gr Holding,72.02,0.0175,18858145,273329,2/7/2024,0.0739,-0.0587,-0.1415,-0.0215,0.8282,-0.5641,0,,1.80E+11
OMF,Onemain Holdings,44.78,0.0198,1020661,1597,2/7/2024,0.0694,-0.0542,0.0219,0.0524,0.2229,-0.1575,0,,5369305088
TGI,Triumph Group,14.75,-0.0173,964979,535,2/7/2024,0.1146,-0.1703,0.3051,0.6639,1.4046,0.2962,0,IWM,1133625088
GFF,Griffon,68.61,0.0157,408560,78,2/7/2024,0.0664,0.1284,1.0572,0.1095,0.8231,-0.1991,0,IWM,3520314624
FOX,Fox - Class B,27.45,0.0312,1361920,28,2/7/2024,0.0467,-0.0648,0.2373,-0.0725,0.2148,-0.2588,0,SPY - XLC,13035348992
CDAY,Ceridian Hcm Holding,69.52,0,1174287,530,2/7/2024,,0,,-0.078,0.1987,-0.2786,0,,10853949440
EQNR,Equinor Asa,26.2,-0.0064,2737222,1293,2/7/2024,0.051,-0.0719,-0.1244,0.0936,0.4034,-0.1838,0,,77113147392
VOYA,Voya Financial,69.82,0.0088,606245,225,2/6/2024,0.0444,-0.0417,0.1178,0.1899,0.6461,-0.1764,0,KBE,6792965632
SNEX,Stonex Group,66.27,0.0514,118963,40,2/6/2024,0.0491,-0.0221,0.0221,0.6466,1.1491,0.1075,0,IWM,2090818432
ZWS,Zurn Elkay Water Solutions,32.21,-0.0313,1277398,44,2/6/2024,0.048,0.0417,0.1157,0.4117,0.6731,0.2121,0,IWM,5539994112
FRSH,Freshworks - Class A,21.71,0.0164,2341631,907,2/6/2024,0.1243,-0.0307,-0.3331,-0.1376,0.4224,-0.3809,0,IWM,6320084480
AAT,American Assets Trust,22.26,0.0036,346554,14,2/6/2024,0.0495,-0.0083,0.0561,0.0635,0.485,-0.2711,0,VNQ - IWM,1351579136
ELF,E.L.F. Beauty,174.52,0.0174,1462453,6931,2/6/2024,0.1202,-0.049,-0.5629,0.0639,0.3667,-0.6421,0,IWM,9687071744
AIZ,Assurant,174.49,-0.0005,382712,117,2/6/2024,0.0541,0.0382,-0.2814,0.4374,1.0926,0.0362,0,SPY - XLF,9233966080
CINF,Cincinnati Financial,108.89,0.012,649109,294,2/6/2024,0.0506,-0.0452,-0.1669,0.1997,0.7937,-0.205,0,SPY - XLF - NOBL,17080070144
ACT,Enact Holdings,27.16,0.0138,284635,18,2/6/2024,0.0329,-0.0486,-0.1533,0.3817,1.4497,-0.1639,0,IWM,4345431552
